"EIHA?!?: deploying Web and WAP services using XML technology"
"Re-designing distance functions and distance-based applications for high dimensional data"
"Querying multi-dimensional data indexed using the Hilbert space-filling curve"
"Infosphere project: system support for information flow applications"
"Quality of service in multimedia digital libraries"
"Towards knowledge-based digital libraries"
"Constraints for semistructured data and XML"
"Report on XEWA-00: the XML enabled wide-area searches for bioinformatics workshop"
"XML and information retrieval: a SIGIR 2000 workshop"
"Report on the fourth international conference on flexible query answering systems (FQAS 2000)"
"SQL and management of external data"
"The Clio project: managing heterogeneity"
"Proceedings of the twentieth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems"
"A Web Odyssey: from Codd to XML"
"Querying websites using compact skeletons"
"Dynamically distributed query evaluation"
"Flexible queries over semistructured data"
"Multiobjective query optimization"
"Pipelining in multi-query optimization"
"Optimization of sequence queries in database systems"
"The parameterized complexity of database queries"
"Relaxed multi-way trees with group updates"
"Optimal aggregation algorithms for middleware"
"On XML integrity constraints in the presence of DTDs"
"Extended path expressions of XML"
"XML with data values: typechecking revisited"
"Representing and querying XML with incomplete information"
"Querying partially sound and complete data sources"
"On computing functions with uncertainty"
"String operations in query languages"
"Robbers, marshals, and guards: game theoretic and logical characterizations of hypertree width"
"On the complexity of join predicates"
"Equivalences among aggregate queries with negation"
"Optimal and approximate computation of summary statistics for range aggregates"
"Efficient computation of temporal aggregates with range predicates"
"The challenges of delivering content on the Internet"
"On the design and quantification of privacy preserving data mining algorithms"
"A condensed representation to find frequent patterns"
"Database-friendly random projections"
"Two-dimensional substring indexing"
"Process locking: a protocol based on ordered shared locks for the execution of transactional processes"
"Proceedings of the 2001 ACM SIGMOD international conference on Management of data"
"Efficient computation of Iceberg cubes with complex measures"
"On computing correlated aggregates over continual data streams"
"Iceberg-cube computation with PC clusters"
"Outlier detection for high dimensional data"
"Bit-sliced index arithmetic"
"Space-efficient online computation of quantile summaries"
"Probe, count, and classify: categorizing hidden web databases"
"Data bubbles: quality preserving performance boosting for hierarchical clustering"
"Mining needle in a haystack: classifying rare classes via two-phase rule induction"
"Efficient evaluation of XML middle-ware queries"
"Filtering algorithms and implementation for very fast publish/subscribe systems"
"Adaptable query optimization and evaluation in temporal middleware"
"Optimizing multidimensional index trees for main memory access"
"Locally adaptive dimensionality reduction for indexing large time series databases"
"Main-memory index structures with fixed-size partial keys"
"Automatic segmentation of text into structured records"
"Efficient and effective metasearch for text databases incorporating linkages among documents"
"Independence is good: dependency-based histogram synopses for high-dimensional data"
"STHoles: a multidimensional workload-aware histogram"
"Global optimization of histograms"
"Improving index performance through prefetching"
"Efficient and tumble similar set retrieval"
"PREFER: a system for the efficient execution of multi-parametric ranked queries"
"Query optimization in compressed database systems"
"SPARTAN: a model-based semantic compression system for massive data tables"
"A robust, optimization-based approach for approximate answering of aggregate queries"
"Materialized view selection and maintenance using multi-query optimization"
"Generating efficient plans for queries using views"
"Optimizing queries using materialized views: a practical, scalable solution"
"Dynamic buffer allocation in video-on-demand systems"
"Adaptive precision setting for cached approximate values"
"Proxy-server architectures for OLAP"
"Epsilon grid order: an algorithm for the similarity join on massive high-dimensional data"
"Modeling high-dimensional index structures using sampling"
"Progressive approximate aggregate queries with a multi-resolution tree structure"
"Updating XML"
"On supporting containment queries in relational database management systems"
"Monitoring XML data on the Web"
"Applying the golden rule of sampling for query estimation"
"Selectivity estimation using probabilistic models"
"Communication-efficient distributed mining of association rules"
"Data-driven understanding and refinement of schema mappings"
"Minimization of tree pattern queries"
"Reconciling schemas of disparate data sources: a machine-learning approach"
"StorHouse metanoia - new applications for database, storage & data warehousing"
"Enabling dynamic content caching for database-driven web sites"
"The network is the database: data management for highly distributed systems"
"Content integration for e-business"
"Catalog management in websphere commerce suite"
"Experiences in mining aviation safety data"
"The nimble integration engine"
"Data management: lasting impact on wild, wild, web"
"Orthogonal optimization of subqueries and aggregation"
"Exploiting constraint-like data characterizations in query optimization"
"Fast-Start: quick fault recovery in oracle"
"Dissemination of dynamic data"
"COSIMA- your smart, speaking E-salesperson"
"REVIEW: a real-time virtual walkthrough system"
"Kweelt: more than just “yet another framework to query XML!”"
"Monitoring business processes through event correlation based on dependency model"
"VQBD: exploring semistructured data"
"OminiSearch: a method for searching dynamic content on the Web"
"Securing XML documents: the author-X project demonstration"
"Sangam - a solution to support multiple data models, their mappings and maintenance"
"Clio: a semi-automatic tool for schema mapping"
"Materialized view and index selection tool for Microsoft SQL server 2000"
"The prototype of the DARE system"
"Fault-tolerant, load-balancing queries in telegraph"
"Snowball: a prototype system for extracting relations from large text collections"
"PBIR - perception-based image retrieval"
"Spatial data management for computer aided design"
"RETINA: a real-time traffic navigation system"
"Dynamic content acceleration: a caching solution to enable scalable dynamic Web page generation"
"Lots o'Ticks: real time high performance time series queries on billions of trades and quotes"
"DNA-miner: a system prototype for mining DNA sequences"
"DyDa: data warehouse maintenance in fully concurrent environments"
"XML data management (panel session): go native or spruce up relational systems?"
"Will database researchers have any role in data security? (panel session)"
