round 18, feat 923, thresh 0.1714, roundErr 0.5579
round 19, feat 3, thresh 0.1908, roundErr 0.4456
round 20, feat 340, thresh 0.0000, roundErr 0.5586
round 21, feat 469, thresh 0.1393, roundErr 0.4421
round 22, feat 240, thresh 0.0000, roundErr 0.5552
round 23, feat 455, thresh 0.2245, roundErr 0.4455
round 24, feat 785, thresh 0.0540, roundErr 0.5512
round 25, feat 934, thresh 0.1563, roundErr 0.4573
round 26, feat 630, thresh 0.0000, roundErr 0.5492
round 27, feat 1, thresh 0.0000, roundErr 0.4497
round 28, feat 232, thresh 0.0000, roundErr 0.5487
round 29, feat 179, thresh 0.1884, roundErr 0.4516
round 30, feat 71, thresh 0.0000, roundErr 0.5476
round 31, feat 748, thresh 0.1313, roundErr 0.4520
round 32, feat 250, thresh 0.0000, roundErr 0.5416
round 33, feat 448, thresh 0.0730, roundErr 0.4513
round 34, feat 340, thresh 0.0000, roundErr 0.5459
round 35, feat 23, thresh 0.1992, roundErr 0.4525
round 36, feat 849, thresh 0.1857, roundErr 0.5456
round 37, feat 471, thresh 0.0759, roundErr 0.4540
round 38, feat 272, thresh 0.0000, roundErr 0.5449
round 39, feat 3, thresh 0.1908, roundErr 0.4551
round 40, feat 240, thresh 0.1370, roundErr 0.5435
round 41, feat 2, thresh 0.1525, roundErr 0.4558
round 42, feat 1458, thresh 0.0000, roundErr 0.5418
round 43, feat 195, thresh 0.1868, roundErr 0.4587
round 44, feat 561, thresh 0.0000, roundErr 0.5400
round 45, feat 469, thresh 0.1393, roundErr 0.4637
round 46, feat 426, thresh 0.1824, roundErr 0.5428
round 47, feat 1, thresh 0.0000, roundErr 0.4604
round 48, feat 894, thresh 0.0974, roundErr 0.5415
round 49, feat 755, thresh 0.0959, roundErr 0.4674
round 50, feat 295, thresh 0.1211, roundErr 0.5329
round 51, feat 176, thresh 0.0891, roundErr 0.4585
round 52, feat 66, thresh 0.0000, roundErr 0.5386
round 53, feat 23, thresh 0.2276, roundErr 0.4601
round 54, feat 519, thresh 0.0000, roundErr 0.5382
round 55, feat 471, thresh 0.2024, roundErr 0.4617
round 56, feat 632, thresh 0.0000, roundErr 0.5375
round 57, feat 1210, thresh 0.1297, roundErr 0.4610
round 58, feat 1023, thresh 0.0000, roundErr 0.5324
round 59, feat 565, thresh 0.0851, roundErr 0.4698
round 60, feat 740, thresh 0.0000, roundErr 0.5350
round 61, feat 179, thresh 0.1884, roundErr 0.4648
round 62, feat 250, thresh 0.0000, roundErr 0.5354
round 63, feat 12, thresh 0.1035, roundErr 0.4619
round 64, feat 517, thresh 0.0000, roundErr 0.5359
round 65, feat 934, thresh 0.1651, roundErr 0.4622
round 66, feat 562, thresh 0.0000, roundErr 0.5337
round 67, feat 1, thresh 0.0000, roundErr 0.4629
round 68, feat 332, thresh 0.0000, roundErr 0.5364
round 69, feat 448, thresh 0.0730, roundErr 0.4632
round 70, feat 630, thresh 0.1123, roundErr 0.5346
round 71, feat 469, thresh 0.1393, roundErr 0.4652
round 72, feat 336, thresh 0.0000, roundErr 0.5346
round 73, feat 2, thresh 0.1525, roundErr 0.4659
round 74, feat 240, thresh 0.0000, roundErr 0.5335
round 75, feat 193, thresh 0.1563, roundErr 0.4659
round 76, feat 480, thresh 0.1338, roundErr 0.5304
round 77, feat 3, thresh 0.1908, roundErr 0.4670
round 78, feat 632, thresh 0.0000, roundErr 0.5320
round 79, feat 813, thresh 0.0000, roundErr 0.5331
round 80, feat 797, thresh 0.1365, roundErr 0.4792
round 81, feat 517, thresh 0.0000, roundErr 0.5301
round 82, feat 23, thresh 0.2276, roundErr 0.4673
round 83, feat 760, thresh 0.0000, roundErr 0.5311
round 84, feat 623, thresh 0.1266, roundErr 0.4684
round 85, feat 919, thresh 0.0000, roundErr 0.5279
round 86, feat 469, thresh 0.1393, roundErr 0.4684
round 87, feat 295, thresh 0.1211, roundErr 0.5321
round 88, feat 471, thresh 0.2024, roundErr 0.4679
round 89, feat 849, thresh 0.1857, roundErr 0.5312
round 90, feat 181, thresh 0.0000, roundErr 0.4701
round 91, feat 923, thresh 0.2143, roundErr 0.5310
round 92, feat 455, thresh 0.2431, roundErr 0.4726
round 93, feat 340, thresh 0.0000, roundErr 0.5295
round 94, feat 176, thresh 0.0891, roundErr 0.4695
round 95, feat 92, thresh 0.2642, roundErr 0.5291
round 96, feat 1, thresh 0.0000, roundErr 0.4701
round 97, feat 250, thresh 0.0000, roundErr 0.5304
round 98, feat 448, thresh 0.1290, roundErr 0.4695
round 99, feat 504, thresh 0.0000, roundErr 0.5295
round 100, feat 830, thresh 0.2015, roundErr 0.4703
round 101, feat 966, thresh 0.1944, roundErr 0.5255
round 102, feat 465, thresh 0.1093, roundErr 0.4716
round 103, feat 579, thresh 0.0000, roundErr 0.5291
round 104, feat 181, thresh 0.0000, roundErr 0.4724
round 105, feat 276, thresh 0.0000, roundErr 0.5286
round 106, feat 2, thresh 0.2817, roundErr 0.4717
round 107, feat 817, thresh 0.0000, roundErr 0.5281
round 108, feat 469, thresh 0.1393, roundErr 0.4722
round 109, feat 618, thresh 0.0000, roundErr 0.5278
round 110, feat 857, thresh 0.2450, roundErr 0.4736
round 111, feat 632, thresh 0.0000, roundErr 0.5256
round 112, feat 748, thresh 0.1313, roundErr 0.4719
round 113, feat 1032, thresh 0.0884, roundErr 0.5242
round 114, feat 1, thresh 0.0000, roundErr 0.4745
round 115, feat 344, thresh 0.0000, roundErr 0.5280
round 116, feat 23, thresh 0.2414, roundErr 0.4718
round 117, feat 515, thresh 0.0000, roundErr 0.5267
round 118, feat 471, thresh 0.2024, roundErr 0.4720
round 119, feat 562, thresh 0.0000, roundErr 0.5272
round 120, feat 644, thresh 0.0000, roundErr 0.4730
round 121, feat 262, thresh 0.0000, roundErr 0.5272
round 122, feat 565, thresh 0.2432, roundErr 0.4724
round 123, feat 143, thresh 0.0000, roundErr 0.5241
round 124, feat 493, thresh 0.2910, roundErr 0.4729
round 125, feat 240, thresh 0.0000, roundErr 0.5269
round 126, feat 179, thresh 0.2209, roundErr 0.4729
round 127, feat 504, thresh 0.0000, roundErr 0.5247
round 128, feat 934, thresh 0.2046, roundErr 0.4733
round 129, feat 426, thresh 0.1824, roundErr 0.5243
round 130, feat 2, thresh 0.2817, roundErr 0.4741
round 131, feat 290, thresh 0.1170, roundErr 0.5260
round 132, feat 465, thresh 0.1093, roundErr 0.4744
round 133, feat 250, thresh 0.0000, roundErr 0.5257
round 134, feat 181, thresh 0.0000, roundErr 0.4741
round 135, feat 49, thresh 0.0839, roundErr 0.5255
round 136, feat 3, thresh 0.1908, roundErr 0.4751
round 137, feat 480, thresh 0.2342, roundErr 0.5248
round 138, feat 448, thresh 0.1290, roundErr 0.4747
round 139, feat 338, thresh 0.0000, roundErr 0.5247
round 140, feat 1451, thresh 0.1168, roundErr 0.4743
round 141, feat 985, thresh 0.0907, roundErr 0.4752
round 142, feat 965, thresh 0.0654, roundErr 0.5172
round 143, feat 66, thresh 0.0000, roundErr 0.5195
round 144, feat 493, thresh 0.2910, roundErr 0.4738
round 145, feat 517, thresh 0.1844, roundErr 0.5253
round 146, feat 23, thresh 0.2414, roundErr 0.4746
round 147, feat 423, thresh 0.0000, roundErr 0.5244
round 148, feat 644, thresh 0.0000, roundErr 0.4743
round 149, feat 502, thresh 0.0000, roundErr 0.5253
round 150, feat 1, thresh 0.0000, roundErr 0.4745
round 151, feat 143, thresh 0.3351, roundErr 0.5250
round 152, feat 176, thresh 0.0891, roundErr 0.4749
round 153, feat 272, thresh 0.3122, roundErr 0.5236
round 154, feat 461, thresh 0.0000, roundErr 0.4748
round 155, feat 519, thresh 0.0000, roundErr 0.5247
round 156, feat 1030, thresh 0.1393, roundErr 0.4754
round 157, feat 110, thresh 0.0000, roundErr 0.5207
round 158, feat 469, thresh 0.1393, roundErr 0.4756
round 159, feat 786, thresh 0.0961, roundErr 0.5242
round 160, feat 5, thresh 0.0000, roundErr 0.4758
round 161, feat 46, thresh 0.0000, roundErr 0.5239
round 162, feat 12, thresh 0.1035, roundErr 0.4762
round 163, feat 504, thresh 0.0000, roundErr 0.5225
round 164, feat 195, thresh 0.1044, roundErr 0.4757
round 165, feat 232, thresh 0.2101, roundErr 0.5201
round 166, feat 2, thresh 0.2817, roundErr 0.4768
round 167, feat 1486, thresh 0.1538, roundErr 0.5238
round 168, feat 181, thresh 0.0000, roundErr 0.4771
round 169, feat 632, thresh 0.0000, roundErr 0.5236
round 170, feat 13, thresh 0.0000, roundErr 0.4763
round 171, feat 250, thresh 0.0000, roundErr 0.5235
round 172, feat 644, thresh 0.0000, roundErr 0.4765
round 173, feat 344, thresh 0.0000, roundErr 0.5231
round 174, feat 461, thresh 0.3670, roundErr 0.4765
round 175, feat 262, thresh 0.0000, roundErr 0.5232
round 176, feat 1, thresh 0.0000, roundErr 0.4768
round 177, feat 141, thresh 0.0000, roundErr 0.5228
round 178, feat 755, thresh 0.2260, roundErr 0.4776
round 179, feat 683, thresh 0.2120, roundErr 0.5188
round 180, feat 193, thresh 0.1563, roundErr 0.4772
round 181, feat 305, thresh 0.0000, roundErr 0.5206
round 182, feat 467, thresh 0.3047, roundErr 0.4769
round 183, feat 630, thresh 0.1925, roundErr 0.5226
round 184, feat 1451, thresh 0.1168, roundErr 0.4774
round 185, feat 502, thresh 0.0000, roundErr 0.5217
round 186, feat 5, thresh 0.0000, roundErr 0.4772
round 187, feat 966, thresh 0.1944, roundErr 0.5225
round 188, feat 1210, thresh 0.1271, roundErr 0.4781
round 189, feat 455, thresh 0.2431, roundErr 0.4835
round 190, feat 423, thresh 0.0000, roundErr 0.5229
round 191, feat 1215, thresh 0.1177, roundErr 0.4773
round 192, feat 480, thresh 0.2342, roundErr 0.5226
round 193, feat 471, thresh 0.2024, roundErr 0.4779
round 194, feat 401, thresh 0.0000, roundErr 0.5219
round 195, feat 181, thresh 0.0000, roundErr 0.4778
round 196, feat 92, thresh 0.2642, roundErr 0.5220
round 197, feat 623, thresh 0.1266, roundErr 0.4785
round 198, feat 295, thresh 0.1211, roundErr 0.5189
round 199, feat 612, thresh 0.0000, roundErr 0.4777
function 5, time 537.129583s
round 0, feat 272, thresh 0.1338, roundErr 0.8793
round 1, feat 283, thresh 0.0567, roundErr 0.6252
round 2, feat 797, thresh 0.0000, roundErr 0.3478
round 3, feat 195, thresh 0.1044, roundErr 0.6389
round 4, feat 1032, thresh 0.0000, roundErr 0.3672
round 5, feat 283, thresh 0.0567, roundErr 0.6012
round 6, feat 635, thresh 0.0000, roundErr 0.4042
round 7, feat 290, thresh 0.0000, roundErr 0.6007
round 8, feat 966, thresh 0.0000, roundErr 0.4043
round 9, feat 965, thresh 0.0000, roundErr 0.3978
round 10, feat 755, thresh 0.2012, roundErr 0.5744
round 11, feat 740, thresh 0.0000, roundErr 0.4156
round 12, feat 195, thresh 0.1868, roundErr 0.5914
round 13, feat 813, thresh 0.1924, roundErr 0.4161
round 14, feat 281, thresh 0.1275, roundErr 0.5699
round 15, feat 561, thresh 0.0000, roundErr 0.4173
round 16, feat 579, thresh 0.1153, roundErr 0.5650
round 17, feat 455, thresh 0.0000, roundErr 0.4290
round 18, feat 290, thresh 0.0828, roundErr 0.5700
round 19, feat 92, thresh 0.2642, roundErr 0.4338
round 20, feat 295, thresh 0.1730, roundErr 0.5643
round 21, feat 602, thresh 0.0361, roundErr 0.4368
round 22, feat 283, thresh 0.2457, roundErr 0.5635
round 23, feat 1396, thresh 0.0000, roundErr 0.4414
round 24, feat 195, thresh 0.2246, roundErr 0.5512
round 25, feat 451, thresh 0.0444, roundErr 0.4410
round 26, feat 281, thresh 0.1275, roundErr 0.5638
round 27, feat 635, thresh 0.0000, roundErr 0.4396
round 28, feat 262, thresh 0.1098, roundErr 0.5605
round 29, feat 1695, thresh 0.0000, roundErr 0.4434
round 30, feat 813, thresh 0.0000, roundErr 0.4491
round 31, feat 426, thresh 0.1824, roundErr 0.4635
round 32, feat 193, thresh 0.1563, roundErr 0.5584
round 33, feat 232, thresh 0.0000, roundErr 0.4477
round 34, feat 630, thresh 0.1123, roundErr 0.5563
round 35, feat 240, thresh 0.0000, roundErr 0.4458
round 36, feat 785, thresh 0.1772, roundErr 0.5547
round 37, feat 340, thresh 0.1254, roundErr 0.4559
round 38, feat 281, thresh 0.1473, roundErr 0.5526
round 39, feat 562, thresh 0.0000, roundErr 0.4500
round 40, feat 179, thresh 0.2220, roundErr 0.5512
round 41, feat 451, thresh 0.0444, roundErr 0.4522
round 42, feat 176, thresh 0.0891, roundErr 0.5494
round 43, feat 740, thresh 0.0577, roundErr 0.4536
round 44, feat 262, thresh 0.1463, roundErr 0.5469
round 45, feat 250, thresh 0.0000, roundErr 0.4530
round 46, feat 290, thresh 0.0000, roundErr 0.5475
round 47, feat 1242, thresh 0.0000, roundErr 0.4557
round 48, feat 857, thresh 0.2443, roundErr 0.5461
round 49, feat 480, thresh 0.0000, roundErr 0.4594
round 50, feat 295, thresh 0.1730, roundErr 0.5477
round 51, feat 71, thresh 0.0000, roundErr 0.4564
round 52, feat 258, thresh 0.1504, roundErr 0.5426
round 53, feat 919, thresh 0.0000, roundErr 0.4564
round 54, feat 286, thresh 0.1133, roundErr 0.5424
round 55, feat 451, thresh 0.0444, roundErr 0.4574
round 56, feat 755, thresh 0.2801, roundErr 0.5431
round 57, feat 336, thresh 0.0000, roundErr 0.4635
round 58, feat 193, thresh 0.1094, roundErr 0.5427
round 59, feat 720, thresh 0.0000, roundErr 0.4619
round 60, feat 299, thresh 0.0000, roundErr 0.5422
round 61, feat 240, thresh 0.0000, roundErr 0.4583
round 62, feat 281, thresh 0.1275, roundErr 0.5417
round 63, feat 480, thresh 0.0000, roundErr 0.4598
round 64, feat 1142, thresh 0.1987, roundErr 0.5417
round 65, feat 340, thresh 0.1254, roundErr 0.4651
round 66, feat 894, thresh 0.2304, roundErr 0.5414
round 67, feat 92, thresh 0.2642, roundErr 0.4640
round 68, feat 630, thresh 0.1134, roundErr 0.5387
round 69, feat 602, thresh 0.0361, roundErr 0.4622
round 70, feat 195, thresh 0.1044, roundErr 0.5398
round 71, feat 250, thresh 0.0000, roundErr 0.4658
round 72, feat 305, thresh 0.0000, roundErr 0.5411
round 73, feat 66, thresh 0.0496, roundErr 0.4618
round 74, feat 985, thresh 0.1240, roundErr 0.5384
round 75, feat 283, thresh 0.0567, roundErr 0.5274
round 76, feat 455, thresh 0.0000, roundErr 0.4632
round 77, feat 258, thresh 0.1504, roundErr 0.5372
round 78, feat 426, thresh 0.1824, roundErr 0.4630
round 79, feat 284, thresh 0.0000, roundErr 0.5352
round 80, feat 515, thresh 0.0000, roundErr 0.4636
round 81, feat 255, thresh 0.1345, roundErr 0.5369
round 82, feat 250, thresh 0.0000, roundErr 0.4643
round 83, feat 176, thresh 0.0891, roundErr 0.5365
round 84, feat 143, thresh 0.0838, roundErr 0.4657
round 85, feat 262, thresh 0.1463, roundErr 0.5358
round 86, feat 1244, thresh 0.0877, roundErr 0.4647
round 87, feat 286, thresh 0.0755, roundErr 0.5323
round 88, feat 451, thresh 0.0444, roundErr 0.4651
round 89, feat 276, thresh 0.2003, roundErr 0.5351
round 90, feat 480, thresh 0.0000, roundErr 0.4667
round 91, feat 305, thresh 0.0000, roundErr 0.5345
round 92, feat 760, thresh 0.0000, roundErr 0.4664
round 93, feat 179, thresh 0.2220, roundErr 0.5333
round 94, feat 985, thresh 0.1326, roundErr 0.4677
round 95, feat 1210, thresh 0.1450, roundErr 0.5300
round 96, feat 749, thresh 0.0000, roundErr 0.4784
round 97, feat 749, thresh 0.1872, roundErr 0.5243
round 98, feat 240, thresh 0.0000, roundErr 0.4670
round 99, feat 281, thresh 0.1473, roundErr 0.5346
round 100, feat 517, thresh 0.0000, roundErr 0.4665
round 101, feat 859, thresh 0.1493, roundErr 0.5341
round 102, feat 66, thresh 0.1870, roundErr 0.4674
round 103, feat 295, thresh 0.2076, roundErr 0.5331
round 104, feat 2, thresh 0.0000, roundErr 0.4685
round 105, feat 193, thresh 0.1094, roundErr 0.5332
round 106, feat 562, thresh 0.0000, roundErr 0.4711
round 107, feat 258, thresh 0.1504, roundErr 0.5330
round 108, feat 340, thresh 0.1254, roundErr 0.4675
round 109, feat 299, thresh 0.0000, roundErr 0.5327
round 110, feat 423, thresh 0.0000, roundErr 0.4676
round 111, feat 181, thresh 0.0000, roundErr 0.5322
round 112, feat 515, thresh 0.0000, roundErr 0.4682
round 113, feat 630, thresh 0.2779, roundErr 0.5327
round 114, feat 92, thresh 0.2669, roundErr 0.4690
round 115, feat 884, thresh 0.2997, roundErr 0.5310
round 116, feat 250, thresh 0.0000, roundErr 0.4686
round 117, feat 579, thresh 0.2497, roundErr 0.5322
round 118, feat 143, thresh 0.2680, roundErr 0.4700
round 119, feat 326, thresh 0.0000, roundErr 0.5313
round 120, feat 480, thresh 0.0000, roundErr 0.4691
round 121, feat 284, thresh 0.0000, roundErr 0.5314
round 122, feat 451, thresh 0.0444, roundErr 0.4692
round 123, feat 182, thresh 0.1718, roundErr 0.5313
round 124, feat 232, thresh 0.0000, roundErr 0.4721
round 125, feat 290, thresh 0.3310, roundErr 0.5298
round 126, feat 141, thresh 0.1809, roundErr 0.4704
round 127, feat 255, thresh 0.1345, roundErr 0.5301
round 128, feat 635, thresh 0.0000, roundErr 0.4702
round 129, feat 276, thresh 0.2003, roundErr 0.5295
round 130, feat 46, thresh 0.0000, roundErr 0.4714
round 131, feat 305, thresh 0.0000, roundErr 0.5295
round 132, feat 515, thresh 0.0000, roundErr 0.4712
round 133, feat 181, thresh 0.0000, roundErr 0.5296
round 134, feat 240, thresh 0.0000, roundErr 0.4712
round 135, feat 797, thresh 0.1548, roundErr 0.5298
round 136, feat 2, thresh 0.0000, roundErr 0.4758
round 137, feat 262, thresh 0.1463, roundErr 0.5300
round 138, feat 412, thresh 0.0000, roundErr 0.4715
round 139, feat 258, thresh 0.1504, roundErr 0.5289
round 140, feat 1242, thresh 0.2381, roundErr 0.4720
round 141, feat 748, thresh 0.2514, roundErr 0.5287
round 142, feat 1486, thresh 0.0777, roundErr 0.4742
round 143, feat 857, thresh 0.1517, roundErr 0.5283
round 144, feat 519, thresh 0.0000, roundErr 0.4795
round 145, feat 286, thresh 0.1133, roundErr 0.5294
round 146, feat 336, thresh 0.0000, roundErr 0.4720
round 147, feat 284, thresh 0.0000, roundErr 0.5280
round 148, feat 455, thresh 0.2245, roundErr 0.4718
round 149, feat 326, thresh 0.0000, roundErr 0.5278
round 150, feat 562, thresh 0.0000, roundErr 0.4721
round 151, feat 884, thresh 0.3554, roundErr 0.5275
round 152, feat 250, thresh 0.0000, roundErr 0.4727
round 153, feat 299, thresh 0.0000, roundErr 0.5276
round 154, feat 720, thresh 0.0000, roundErr 0.4729
round 155, feat 281, thresh 0.1275, roundErr 0.5270
round 156, feat 66, thresh 0.1870, roundErr 0.4731
round 157, feat 176, thresh 0.0891, roundErr 0.5271
round 158, feat 143, thresh 0.0838, roundErr 0.4746
round 159, feat 755, thresh 0.2740, roundErr 0.5266
round 160, feat 1030, thresh 0.1495, roundErr 0.4763
round 161, feat 859, thresh 0.1493, roundErr 0.5256
round 162, feat 2, thresh 0.0000, roundErr 0.4737
round 163, feat 258, thresh 0.1504, roundErr 0.5267
round 164, feat 517, thresh 0.0000, roundErr 0.4740
round 165, feat 630, thresh 0.2779, roundErr 0.5266
round 166, feat 423, thresh 0.0000, roundErr 0.4746
round 167, feat 195, thresh 0.4313, roundErr 0.5266
round 168, feat 44, thresh 0.3319, roundErr 0.4763
round 169, feat 181, thresh 0.0000, roundErr 0.5263
round 170, feat 480, thresh 0.0000, roundErr 0.4741
round 171, feat 305, thresh 0.0000, roundErr 0.5264
round 172, feat 451, thresh 0.0444, roundErr 0.4743
round 173, feat 284, thresh 0.0000, roundErr 0.5261
round 174, feat 217, thresh 0.0000, roundErr 0.4743
round 175, feat 255, thresh 0.0768, roundErr 0.5261
round 176, feat 1032, thresh 0.0000, roundErr 0.4744
round 177, feat 884, thresh 0.3554, roundErr 0.5227
round 178, feat 515, thresh 0.0000, roundErr 0.4747
round 179, feat 326, thresh 0.0000, roundErr 0.5257
round 180, feat 46, thresh 0.0000, roundErr 0.4747
round 181, feat 257, thresh 0.1814, roundErr 0.5255
round 182, feat 240, thresh 0.0000, roundErr 0.4753
round 183, feat 262, thresh 0.1463, roundErr 0.5253
round 184, feat 602, thresh 0.0361, roundErr 0.4754
round 185, feat 299, thresh 0.0000, roundErr 0.5242
round 186, feat 412, thresh 0.0000, roundErr 0.4756
round 187, feat 181, thresh 0.0000, roundErr 0.5248
round 188, feat 759, thresh 0.0000, roundErr 0.4757
round 189, feat 295, thresh 0.2447, roundErr 0.5245
round 190, feat 340, thresh 0.1254, roundErr 0.4766
round 191, feat 286, thresh 0.1133, roundErr 0.5240
round 192, feat 1242, thresh 0.2381, roundErr 0.4762
round 193, feat 278, thresh 0.0000, roundErr 0.5240
round 194, feat 250, thresh 0.0000, roundErr 0.4762
round 195, feat 281, thresh 0.1841, roundErr 0.5239
round 196, feat 519, thresh 0.0000, roundErr 0.4765
round 197, feat 623, thresh 0.2087, roundErr 0.5237
round 198, feat 92, thresh 0.2642, roundErr 0.4780
round 199, feat 255, thresh 0.1345, roundErr 0.5230
function 6, time 711.696027s
round 0, feat 232, thresh 0.0525, roundErr 0.7456
round 1, feat 813, thresh 0.1613, roundErr 0.4437
round 2, feat 195, thresh 0.1044, roundErr 0.5603
round 3, feat 92, thresh 0.1144, roundErr 0.4150
round 4, feat 240, thresh 0.0000, roundErr 0.5747
round 5, feat 340, thresh 0.0000, roundErr 0.4257
round 6, feat 480, thresh 0.0000, roundErr 0.5726
round 7, feat 272, thresh 0.0000, roundErr 0.4295
round 8, feat 195, thresh 0.1044, roundErr 0.5720
round 9, feat 740, thresh 0.0933, roundErr 0.4315
round 10, feat 635, thresh 0.0560, roundErr 0.5713
round 11, feat 451, thresh 0.1047, roundErr 0.4328
round 12, feat 250, thresh 0.0000, roundErr 0.5699
round 13, feat 1396, thresh 0.1263, roundErr 0.4319
round 14, feat 797, thresh 0.0877, roundErr 0.5547
round 15, feat 455, thresh 0.0941, roundErr 0.4511
round 16, feat 240, thresh 0.1370, roundErr 0.5648
round 17, feat 561, thresh 0.0681, roundErr 0.4394
round 18, feat 517, thresh 0.1107, roundErr 0.5483
round 19, feat 336, thresh 0.0000, roundErr 0.4427
round 20, feat 195, thresh 0.1245, roundErr 0.5554
round 21, feat 923, thresh 0.1714, roundErr 0.4469
round 22, feat 250, thresh 0.1806, roundErr 0.5474
round 23, feat 272, thresh 0.1338, roundErr 0.4443
round 24, feat 480, thresh 0.0000, roundErr 0.5537
round 25, feat 340, thresh 0.0000, roundErr 0.4493
round 26, feat 515, thresh 0.0000, roundErr 0.5510
round 27, feat 451, thresh 0.1047, roundErr 0.4487
round 28, feat 240, thresh 0.1370, roundErr 0.5499
round 29, feat 1032, thresh 0.1547, roundErr 0.4501
round 30, feat 849, thresh 0.0657, roundErr 0.5442
round 31, feat 426, thresh 0.0532, roundErr 0.4528
round 32, feat 250, thresh 0.1806, roundErr 0.5449
round 33, feat 283, thresh 0.0709, roundErr 0.4541
round 34, feat 195, thresh 0.2179, roundErr 0.5437
round 35, feat 455, thresh 0.2382, roundErr 0.4557
round 36, feat 517, thresh 0.1107, roundErr 0.5443
round 37, feat 966, thresh 0.2268, roundErr 0.4556
round 38, feat 519, thresh 0.0903, roundErr 0.5401
round 39, feat 344, thresh 0.0000, roundErr 0.4573
round 40, feat 249, thresh 0.1117, roundErr 0.5440
round 41, feat 562, thresh 0.0000, roundErr 0.4577
round 42, feat 240, thresh 0.2055, roundErr 0.5407
round 43, feat 272, thresh 0.0000, roundErr 0.4596
round 44, feat 515, thresh 0.0000, roundErr 0.5408
round 45, feat 143, thresh 0.0000, roundErr 0.4601
round 46, feat 480, thresh 0.0000, roundErr 0.5399
round 47, feat 338, thresh 0.0000, roundErr 0.4617
round 48, feat 179, thresh 0.0878, roundErr 0.5394
round 49, feat 469, thresh 0.0522, roundErr 0.4635
round 50, feat 635, thresh 0.0560, roundErr 0.5393
round 51, feat 71, thresh 0.1000, roundErr 0.4658
round 52, feat 250, thresh 0.1806, roundErr 0.5379
round 53, feat 344, thresh 0.0000, roundErr 0.4613
round 54, feat 182, thresh 0.1718, roundErr 0.5379
round 55, feat 451, thresh 0.1539, roundErr 0.4661
round 56, feat 849, thresh 0.1532, roundErr 0.5357
round 57, feat 740, thresh 0.0666, roundErr 0.4656
round 58, feat 519, thresh 0.0903, roundErr 0.5339
round 59, feat 340, thresh 0.0000, roundErr 0.4652
round 60, feat 232, thresh 0.2101, roundErr 0.5355
round 61, feat 272, thresh 0.0000, roundErr 0.4667
round 62, feat 517, thresh 0.1844, roundErr 0.5350
round 63, feat 361, thresh 0.0000, roundErr 0.4651
round 64, feat 919, thresh 0.0000, roundErr 0.5350
round 65, feat 426, thresh 0.1824, roundErr 0.4680
round 66, feat 240, thresh 0.1370, roundErr 0.5348
round 67, feat 1, thresh 0.0000, roundErr 0.4653
round 68, feat 195, thresh 0.3480, roundErr 0.5348
round 69, feat 159, thresh 0.0646, roundErr 0.4668
round 70, feat 512, thresh 0.0000, roundErr 0.5338
round 71, feat 586, thresh 0.0000, roundErr 0.4661
round 72, feat 250, thresh 0.1806, roundErr 0.5336
round 73, feat 469, thresh 0.1393, roundErr 0.4666
round 74, feat 602, thresh 0.1250, roundErr 0.5336
round 75, feat 338, thresh 0.0000, roundErr 0.4697
round 76, feat 515, thresh 0.0000, roundErr 0.5339
round 77, feat 630, thresh 0.0642, roundErr 0.4669
round 78, feat 249, thresh 0.1117, roundErr 0.5323
round 79, feat 290, thresh 0.1170, roundErr 0.4677
round 80, feat 495, thresh 0.0000, roundErr 0.5318
round 81, feat 455, thresh 0.2807, roundErr 0.4683
round 82, feat 176, thresh 0.0630, roundErr 0.5311
round 83, feat 92, thresh 0.2642, roundErr 0.4690
round 84, feat 510, thresh 0.1741, roundErr 0.5303
round 85, feat 143, thresh 0.0000, roundErr 0.4687
round 86, feat 830, thresh 0.0676, roundErr 0.5307
round 87, feat 1210, thresh 0.0778, roundErr 0.5274
round 88, feat 562, thresh 0.0642, roundErr 0.4791
round 89, feat 193, thresh 0.1160, roundErr 0.5312
round 90, feat 49, thresh 0.1678, roundErr 0.4714
round 91, feat 489, thresh 0.1522, roundErr 0.5310
round 92, feat 344, thresh 0.0000, roundErr 0.4694
round 93, feat 519, thresh 0.0903, roundErr 0.5305
round 94, feat 1, thresh 0.0000, roundErr 0.4708
round 95, feat 250, thresh 0.1806, roundErr 0.5305
round 96, feat 361, thresh 0.0000, roundErr 0.4706
round 97, feat 515, thresh 0.0000, roundErr 0.5292
round 98, feat 966, thresh 0.0758, roundErr 0.4709
round 99, feat 232, thresh 0.2101, roundErr 0.5241
round 100, feat 755, thresh 0.2451, roundErr 0.4720
round 101, feat 510, thresh 0.1741, roundErr 0.5267
round 102, feat 338, thresh 0.0000, roundErr 0.4706
round 103, feat 480, thresh 0.2342, roundErr 0.5294
round 104, feat 3, thresh 0.0578, roundErr 0.4720
round 105, feat 240, thresh 0.2055, roundErr 0.5288
round 106, feat 426, thresh 0.1824, roundErr 0.4717
round 107, feat 249, thresh 0.1117, roundErr 0.5270
round 108, feat 281, thresh 0.1275, roundErr 0.4720
round 109, feat 517, thresh 0.1844, roundErr 0.5281
round 110, feat 451, thresh 0.1026, roundErr 0.4723
round 111, feat 512, thresh 0.0000, roundErr 0.5269
round 112, feat 632, thresh 0.1088, roundErr 0.4721
round 113, feat 179, thresh 0.1154, roundErr 0.5274
round 114, feat 817, thresh 0.1195, roundErr 0.4744
round 115, feat 489, thresh 0.1522, roundErr 0.5269
